continent,location,lat,long,total_cases,total_deaths,case_fatality_rate,total_tests,positive_rate,hospital_beds_per_thousand,num_physicians_per_thousand,handwashing_facilities,gdp_per_capita,current_health_exp_%gdp,govt_health_exp_%totalgovtexp,population,population_density,0_to_14(%),15_to_64(%),65_and_above(%),extreme_poverty,human_development_index,annual_intl_arrivals_thousands,total_cases_log,total_deaths_log,total_tests_log,gdp_per_capita_log,population_log,population_density_log,annual_intl_arrivals_thou_log
Africa,Nigeria,9.082,8.6753,162489,2041,0.012560850272941553,1727467,0.023,0.8,3.8099999999999996,41.949,5338.454,3.7555,4.6014,206139587,209.58800000000002,43.687530200000005,53.56938646,2.7430833380000004,36.8,0.539,5265,11.998365586153009,7.621195162809845,14.362166731691865,8.582691376928615,19.144064104078144,5.3451436988995376,8.568836424568076
Europe,North Macedonia,41.6086,21.745299999999997,126230,3642,0.028852095381446567,603068,0.28300000000000003,4.28,28.74,87.202,13111.214000000002,6.062099999999999,12.8232,2083380,82.6,16.39360314,69.52097449,14.085422370000002,5,0.774,707,11.745860918746907,8.200288260287554,13.309785238837225,9.48122317353842,14.549502132793599,4.414009680526933,6.561030665896573
Europe,Norway,60.472,8.4689,92469,656,0.00709426943083628,4469829,0.034999999999999996,3.6,29.16,97.164,64800.057,10.446299999999999,17.8774,5421242,14.462000000000002,17.41297454,65.31435954000001,17.27266592,0.2,0.9570000000000001,5688,11.434628732195051,6.486160788944089,15.312860710824452,11.079061761969609,15.505835498456195,2.67152451975276,8.646113971483077
Asia,Oman,21.512583,55.923255000000005,153838,1650,0.010725568455128122,8979084,0.015,1.6,20.03,97.4,37960.708999999995,3.8491,7.5657,5106622,14.98,22.41839475,75.13301545,2.448589805,0.2,0.8130000000000001,2301,11.943655379658132,7.408530566894626,16.010408430621233,10.544306930104762,15.446048686834065,2.7067159780890733,7.741099090035366
Asia,Pakistan,30.3753,69.3451,654591,14215,0.021715850049878475,9976791,0.092,0.6,9.8,59.607,5034.708,2.8985999999999996,4.303,220892331,255.57299999999998,35.05437791,60.62321438000001,4.322407708999999,4,0.557,966,13.39176589210044,9.5620530240851,16.115772053495412,8.524110809429235,19.213185950721147,5.54350808312092,6.873163834212518
Asia,Palestine,31.952199999999998,35.233200000000004,234748,2557,0.010892531565764139,2251884,0.21600000000000003,4.5,21.03,66.229,4449.898,6.185899999999999,6.0787,5101416,778.202,31.09919594,64.18303486999999,4.595215725,1,0.708,1173,12.366267877332406,7.846589975291186,14.62727775714595,8.400636453549273,15.445028706216567,6.656986130580561,7.067319848653476
North America,Panama,8.537999999999998,-80.7821,353497,6090,0.017227868977671663,2091666,0.054000000000000006,2.3,15.69,87.202,22267.037,7.3195,20.0809,4314768,55.133,26.77912011,64.90704329000002,8.313836605000002,2.2,0.8150000000000001,1785,12.775630277719811,8.714403360703942,14.553471435588861,10.01086270245485,15.277554115121433,4.00974844795399,7.487173694213739
Oceania,Papua New Guinea,-6.314992999999999,143.95555,4660,39,0.008369098712446352,1218744,0.001,2.61,0.7,35.89,3823.194,2.4693,9.155000000000001,8947027,18.22,35.48596536,61.00460922,3.5094254179999997,13.2,0.555,140,8.446770727119691,3.6635616461296463,14.013331378205153,8.248841477896741,16.0068318562965,2.9025198918318122,4.941642422609304
South America,Paraguay,-23.442499999999995,-58.443799999999996,206597,4003,0.01937588638750805,864285,0.353,1.3,13.54,79.60199999999999,8827.01,6.654599999999999,10.4787,7132530,17.144000000000002,29.17933588,64.19983942,6.620824695999999,1.7,0.728,1181,12.238525314749081,8.294799358992574,13.669657854505088,9.085571617907322,15.78017656815979,2.841648258171276,7.074116816197362
South America,Peru,-9.19,-75.01520000000001,1520973,51238,0.0336876460002906,4395068,0.21100000000000002,1.6,13.05,67.779,12236.706,4.9952000000000005,14.8979,32971846,25.129,25.25449584,66.3520253,8.39347886,3.5,0.777,4419,14.234860819604581,10.844236723242657,15.29599356110914,9.412195402200606,17.311164603774724,3.224022557687731,8.39366870513074
Asia,Philippines,12.879721,121.774017,712442,13159,0.018470275475056214,9296338,0.14700000000000002,1,6,78.46300000000001,7599.188,4.446400000000001,7.1259999999999994,109581085,351.873,30.47588107,64.20912271,5.3149962199999985,1.8,0.718,7168,13.476453784302725,9.48486121415014,16.045131117137444,8.935796678461134,18.512175335467393,5.863270315041212,8.877381954654766
Europe,Poland,51.919399999999996,19.1451,2221725,51753,0.023294062046382878,11503034,0.198,6.619999999999999,23.79,97.164,27216.445000000003,6.542,10.9431,37846605,124.027,15.18538648,66.69771627,18.116897250000005,0.7,0.88,19622,14.61379447914628,10.854237680461853,16.258121384624452,10.211576665178045,17.449051837655702,4.820499283838186,9.884406664723336
Europe,Portugal,39.3999,-8.224499999999999,820042,16827,0.020519680699281256,8920337,0.014,3.3899999999999997,51.24,97.164,27936.896,8.969600000000002,13.0133,10196707,112.371,13.25208506,64.39122422000003,22.356690720000003,0.5,0.8640000000000001,16186,13.617110837440956,9.730740018176446,16.003844284111594,10.237703531435415,16.13757538299218,4.72180589705259,9.691901950055648
Asia,Qatar,25.354800000000004,51.1839,177135,284,0.0016032969204279222,1694463,0.081,1.2,24.85,94.576,116935.6,2.6074,6.293,2881060,227.32200000000003,13.5959001,84.88093678999999,1.5231631169999997,0.2,0.8480000000000001,1819,12.084667432703492,5.648974238161206,14.342876434441187,11.669378634888721,14.873668839951852,5.426367514560198,7.506042178518122
Europe,Romania,45.9432,24.9668,932179,22997,0.02467015455186182,6549158,0.23500000000000001,6.8919999999999995,29.810000000000002,97.164,23313.198999999997,5.157899999999999,12.0533,19237682,85.12899999999999,15.57395813,65.63597607999999,18.790065790000003,5.7,0.8280000000000001,11720,13.745280135312388,10.043119051621321,15.694847049729903,10.056774959850872,16.77238151777328,4.444167753086693,9.369052063131004
Europe,Russia,61.524010000000004,105.318756,4460348,95792,0.02147635117259909,118843545,0.03,8.05,31.91,97.164,24765.954,6.542,10.2267,145934460,8.823,15.18538648,65.63597607999999,19.694457610000004,0.1,0.8240000000000001,17552,15.310737347858137,11.469934453165134,18.593318438137334,10.117225166388193,18.798668174775408,2.1773619482399678,9.772923182515012
Africa,Rwanda,-1.9403,29.873900000000003,21370,301,0.014085166120729995,1102728,0.031,0.8,1.34,4.616999999999999,1854.211,6.571600000000001,8.882800000000001,12952209,494.869,39.76603218000001,57.205714760000006,3.028253062,56,0.543,932,9.969743348313193,5.707110264748875,13.91329766764349,7.5252145476329035,16.37677691071343,6.204293081078989,6.837332814685591
Africa,Saint Helena,-7.946700000000001,-14.355900000000002,10079,108,0.012422360248447204,186726,0.04,2.397,33.33,70.598,1569.888,7.384399999999999,3.3649999999999998,6071,143.366,41.56805305,55.05514182,2.947736623,49.6,0.48000000000000004,142,9.218209330354878,4.68213122712422,12.1373975806802,7.35875955821809,8.711278615130434,4.965400801029393,4.955827057601261
North America,Saint Kitts and Nevis,17.357822000000002,-62.782998000000006,44,188,0.017852652753331658,649297,0.089,2.3,26.759999999999998,87.202,24654.385000000002,5.0368,8.1529,53192,212.865,21.078635799999997,68.62061129,9.880435323000002,2.2,0.779,125,3.784189633918261,5.236441962829949,13.383645518125515,10.112710054116734,10.88166328808229,5.3606581619546105,4.8283137373023015
North America,Saint Lucia,13.909400000000002,-60.9789,4191,58,0.013839179193509903,802126,0.132,1.3,6.41,87.202,12951.839,4.5459,8.9358,183629,293.187,23.5312194,66.71857852,9.677419355000001,2.2,0.759,395,8.340694647925071,4.060443010546419,13.595020981740523,9.468993064767549,12.12067269676513,5.680810630693916,5.978885764901122
North America,Saint Vincent and the Grenadines,12.9843,-61.2872,1723,10,0.005803830528148578,802126,0.132,2.6,13.06,87.202,10727.146,5.8769,8.9967,110947,281.787,26.85844526,65.42821497000001,8.469582569000004,2.2,0.738,80,7.45182223652793,2.302585092994046,13.595020981740523,9.280532817020328,11.616807888788324,5.641151466391949,4.382026634673881
Oceania,Samoa,-13.759,-172.10459999999998,3,39,0.010475423045930701,864692,0,2.61,3.4499999999999997,35.89,6021.557,5.4828,11.5777,198410,69.41300000000001,37.864097369999996,57.20279862000001,4.933104005000001,13.2,0.715,164,1.0986122886681098,3.6635616461296463,13.670128653142106,8.703101142735612,12.198090875788516,4.240074169855307,5.099866427824199
Europe,San Marino,43.9424,12.4578,4603,84,0.018248968064305888,4870430,0.034999999999999996,3.8,61.09,97.164,56861.47,7.364099999999999,12.1587,33938,556.6669999999999,16.400958720000006,65.16070801999999,18.837996060000005,0.2,0.9490000000000001,84,8.434463543817241,4.430816798843313,15.398692786848823,10.94837323784302,10.432290609532771,6.321967215544907,4.430816798843313
Africa,Sao Tome and Principe,0.1864,6.613099999999999,2210,34,0.015384615384615385,267671,0.07300000000000001,2.9,0.53,41.339999999999996,3052.714,6.23,10.7623,219161,212.841,42.14669667,54.89314411,2.960159214,32.3,0.625,33,7.700747794511798,3.5263605246161616,12.497513893419907,8.023786309997622,12.29756189851838,5.360545408082101,3.4965075614664802
Asia,Saudi Arabia,23.885941999999996,45.079162000000004,387794,6643,0.017130228935981474,14812806,0.009,2.7,26.12,94.576,49045.411,5.8356,10.0643,34813867,15.322000000000001,24.86598199,71.72113141,3.4128865999999993,0.2,0.8540000000000001,15334,12.868229549778269,8.80131894766524,16.511002634874092,10.800501903022433,17.365526342385316,2.7292897040946293,9.63782786411884
Africa,Senegal,14.4974,-14.452400000000003,38456,1034,0.02688787185354691,440609,0.07300000000000001,0.4,0.69,20.859,2470.58,4.134099999999999,3.8881,16743930,82.32799999999999,42.83986906999999,54.061654489999995,3.0984764449999997,38,0.512,1365,10.557270009573797,6.9411900550683745,12.995913139832634,7.8122082198704,16.633546362497228,4.410711268533791,7.21890970761906
Europe,Serbia,44.0165,21.0059,581617,5151,0.008856343607563053,3330762,0.311,5.609,31.130000000000003,97.71900000000001,14048.881,8.434,11.918,6804596,80.29100000000001,15.54094253,65.71855405000001,18.74050342,1.1,0.806,1711,13.27356743448541,8.546946149565585,15.018711664608132,9.550298027462016,15.733108824193664,4.385657534970196,7.444833273892193
Africa,Seychelles,-4.679600000000001,55.492000000000004,3996,20,0.005005005005005005,338019,0.046,3.6,21.21,44.6,26382.287000000004,5.0067,10.139199999999999,98340,208.354,23.738732749999997,68.45578530999998,7.805481946999999,1.1,0.7959999999999999,362,8.293049139768444,2.995732273553991,12.730857385903015,10.180448116979061,11.49618614096593,5.339238556148297,5.8916442118257715
Africa,Sierra Leone,8.460555000000001,-11.779889,3962,79,0.019939424533064107,267671,0.07800000000000001,0.7,0.25,19.275,1390.3,13.4209,7.9108,7976985,104.7,40.72431131000001,56.32795207,2.947736623,52.2,0.452,57,8.284504227258497,4.3694478524670215,12.497513893419907,7.2372748301754974,15.892071078485332,4.651099117876491,4.04305126783455
Asia,Singapore,1.2832999999999999,103.8333,60288,30,4.976114649681529e-4,8307697,0,2.4,22.939999999999998,95.803,85535.383,4.4404,12.5689,5850343,7915.731,12.33150315,75.27536736999998,12.393129479999999,0.2,0.9380000000000001,14673,11.006888357936035,3.4011973816621555,15.932692992441613,11.356685405575554,15.582010849967855,8.976607324336067,9.593764349207467
Europe,Slovakia,48.669000000000004,19.699,356985,9426,0.026404470776083027,23335884,0.01,5.819999999999999,34.160000000000004,97.164,30155.152,6.7425,13.268899999999999,5459643,113.12799999999999,15.13545128,64.70613601,20.15841271,0.7,0.8600000000000001,2256,12.785449043072322,9.151227107483676,16.965502819656866,10.314111066495828,15.512893960968036,4.728519921005475,7.721348612617949
Europe,Slovenia,46.151199999999996,14.995500000000002,212040,4011,0.01891624221844935,2500123,0.028999999999999998,4.5,30.86,97.164,31400.84,8.187,13.6175,2078932,102.619,15.10564048,64.70807550999999,20.18628401,0.5,0.917,4425,12.264530215101743,8.296795865770052,14.73185048862815,10.354589923130884,14.547364858272523,4.6310231007771945,8.39502555744203
Oceania,Solomon Islands,-9.6457,160.1562,18,39,0.010475423045930701,423635,0.001,1.4,1.94,35.89,2205.9230000000002,4.684899999999999,7.165799999999999,686878,21.841,40.13119884000001,56.237991230000006,3.6308099299999994,25.1,0.5670000000000001,28,2.8903717578961645,3.6635616461296463,12.956627514414157,7.698901294399184,13.4399119717374,3.0837889373742744,3.332204510175204
Africa,Somalia,5.152149,46.199616000000006,10838,488,0.0450267577043735,2843469,0.046,0.9,0.23,9.831,1998.9260000000002,4.123099999999999,4.6784,15893219,23.5,46.37950567,50.73129052,2.889203812,38,0.47700000000000004,99,9.29081375612606,6.1903154058531475,14.86053534361224,7.600365315305943,16.581403098235437,3.1570004211501135,4.59511985013459
Africa,South Africa,-30.5595,22.9375,1544466,52648,0.0340881573307538,9722821,0.046,2.32,9.05,43.993,12294.875999999998,8.1131,13.3386,59308690,46.754,28.968325049999997,65.61641934000001,5.415255608,18.9,0.709,10472,14.250188777501837,10.871383530135954,16.089986360666554,9.416937869198865,17.898266396233264,3.844899813571846,9.256460307589736
Asia,South Korea,35.907757,127.76692200000001,101757,1722,0.016922668710752087,7451994,0.011,12.27,20.03,94.576,35938.374,4.2163,9.689,51269183,527.9669999999999,23.694979150000005,66.9828933,8.726283826,0.2,0.916,25832,11.530342897007296,7.451241684987676,15.823992205550313,10.48956091724398,17.752600408388133,6.269033781753055,10.15936931243811
Africa,South Sudan,6.877,31.307000000000002,10079,108,0.01071534874491517,128368,0.066,1.1,1.02,7.876,1569.888,9.761,2.1062,11193729,104.7,41.56805305,55.05514182,3.376805136999999,49.2,0.43300000000000005,295,9.218209330354878,4.68213122712422,11.762656417993437,7.35875955821809,16.230864268742497,4.651099117876491,5.68697535633982
Europe,Spain,40.463666999999994,-3.74922,3255324,75010,0.023042253244223924,35523503,0.048,2.9699999999999998,38.720000000000006,97.164,34272.36,8.8731,15.284699999999999,46754783,93.10499999999999,14.57687197,65.77530508,19.647822950000002,1,0.904,82773,14.99580236784162,11.225376716963682,17.385705091721057,10.442094477393987,17.66042711862607,4.5337278885337255,11.323857200238917
Asia,Sri Lanka,7.873054,80.77179699999999,91839,558,0.006075850129030151,2351595,0.03,3.6,10.04,83.24100000000001,11669.077,3.8113999999999995,8.472400000000002,21413250,341.955,23.956462029999997,65.20473220999999,10.838805759999998,0.7,0.7819999999999999,2334,11.42779232299237,6.324358962381311,14.670604379296035,9.3646976304646,16.87952044727081,5.834679149457967,7.755338812846501
Africa,Sudan,12.862800000000002,30.2176,31407,2028,0.0645715923201834,979476,0.043000000000000003,0.8,2.62,23.437,4466.507,6.3418,8.284099999999999,43849269,23.258,40.15570605,56.216976630000005,3.6273173260000005,28.2,0.51,836,10.354786076987464,7.614805364711073,13.794773013769456,8.404361950363324,17.59626860617601,3.1466491588708516,6.728628613084702
South America,Suriname,3.9193,-56.0278,9095,177,0.019461242440901593,1276551,0.21100000000000002,3.1,12.1,67.779,13767.119,6.2298,11.7768,586634,3.6119999999999997,26.911856780000004,66.07301349000001,7.015129728,3.5,0.738,278,9.115480090952223,5.176149732573829,14.05967246786205,9.530038346884087,13.282156394977752,1.284261635554739,5.627621113690637
Europe,Sweden,60.128161000000006,18.643501,780018,13402,0.017181654782325535,10770769,0.10200000000000001,2.22,39.839999999999996,97.164,46949.282999999996,11.018699999999999,18.694900000000004,10099270,24.718,17.625490229999997,62.17594015,20.19856962,0.5,0.9450000000000001,7440,13.567072275322584,9.503159228533116,16.192346448626278,10.756823212954302,16.12797370197164,3.2075317231675435,8.914626127827137
Europe,Switzerland,46.8182,8.2275,592217,10299,0.017390584870072962,4870430,0.052000000000000005,4.53,42.96,97.164,57410.166,12.3463,11.0236,8654618,214.24299999999997,14.940675899999999,66.22132804,18.837996060000005,0.2,0.9550000000000001,10362,13.291628400755672,9.239802082125802,15.398692786848823,10.957976674639822,15.973603609281033,5.367110884832125,9.245900547374733
Asia,Syria,34.802075,38.996815000000005,18356,1227,0.06684462845935933,1694463,0.04,1.5,24.85,70.598,56054.92,5.2914,8.9203,17500657,232.12800000000001,21.56983829,75.66632272,2.5188097289999996,0.2,0.5670000000000001,12045,9.817711775514724,7.112327444710911,14.342876434441187,10.934087203416931,16.67774898104617,5.447288943660437,9.396404915048972
Asia,Taiwan,23.7,121,1020,10,0.00980392156862745,186726,0.004,2.4,24.85,85.198,56054.92,5.2914,8.9203,23816775,232.12800000000001,21.56983829,75.66632272,2.5188097289999996,0.2,0.8380000000000001,12045,6.927557906278317,2.302585092994046,12.1373975806802,10.934087203416931,16.985900722297107,5.447288943660437,9.396404915048972
Asia,Tajikistan,38.861,71.2761,13308,90,0.006762849413886384,2145944,0.186,4.8,21.03,72.70400000000001,2896.9130000000005,7.2288,5.884099999999999,9537642,64.281,37.071079579999996,59.842959210000004,3.0859612120000004,4.8,0.6679999999999999,1035,9.496120637138368,4.499809670330265,14.579090106771721,7.971400966251789,16.070756843061655,4.163264097686699,6.942156705699469
Africa,Tanzania,-6.369028,34.888822,509,21,0.0412573673870334,471022,0.114,0.7,1.6800000000000002,47.952999999999996,2683.304,4.802499999999999,5.1353,59734213,64.699,43.84380656999999,53.53565232000001,2.620541103,49.1,0.529,1364,6.2324480165505225,3.044522437723423,13.06266008103723,7.8948041500077295,17.90541549629106,4.169745745436869,7.218176838403408
Asia,Thailand,15.870032000000002,100.992541,28657,93,0.0032452803852461875,3112999,0.01,2.1,8.05,90.66999999999999,16277.671,3.746,15.0278,69799978,135.132,16.823536209999997,70.77021345000001,12.40625033,0.1,0.777,38178,10.263153020397368,4.532599493153256,14.951097128190156,9.697549570354562,18.061144252546306,4.906252078502889,10.550014712460847
Asia,Timor,-8.874217,125.72753900000001,480,3450,0.011117734263475872,2145944,0.186,5.9,23.74,28.178,6570.102000000001,7.6017,9.519,1318442,87.17599999999999,25.34019489,66.60697096999999,6.092974372999999,30.3,0.606,4150,6.173786103901937,8.146129510025405,14.579090106771721,8.790284636472299,14.091961294426044,4.4679290636745845,8.330863613224745
Africa,Togo,8.6195,0.8248000000000001,9676,107,0.011058288548987185,267671,0.10500000000000001,0.7,0.77,10.475000000000001,1429.8129999999999,6.1995,5.052899999999999,8278737,143.366,40.99835370000001,56.11429871,2.887347591,49.2,0.515,573,9.177403871729918,4.672828834461906,12.497513893419907,7.265298945472142,15.929200978494725,4.965400801029393,6.35088571671474
North America,Trinidad and Tobago,10.691799999999999,-61.22250000000001,7954,142,0.017852652753331658,107309,0.027,3,41.68,89.44300000000001,28763.071,6.978700000000001,11.211199999999998,1399491,266.88599999999997,20.26118068,68.62061129,11.118208019999997,1.6,0.7959999999999999,375,8.981430225767635,4.955827057601261,11.583467802081742,10.266847586384726,14.1516191570488,5.586821600932054,5.926926025970411
Africa,Tunisia,33.886917,9.537499,249703,8705,0.034861415361449405,1218744,0.043000000000000003,2.3,13.03,78.687,10849.297,7.2325,13.627799999999999,11818618,74.228,24.226097269999997,67.18043417999999,8.593468556000001,2,0.74,8299,12.428027490612992,9.07165285220229,14.013331378205153,9.291855564242745,16.28518664263272,4.307141437482092,9.023890304598448
Asia,Turkey,38.9637,35.243300000000005,3179115,30923,0.009726920856905146,37212928,0.119,2.8099999999999996,18.49,94.576,25129.341,4.2163,9.689,84339067,104.91400000000002,24.290822869999996,66.9828933,8.726283826,0.2,0.8200000000000001,45768,14.97211341413641,10.339255522574339,17.432166785751615,10.131791406556705,18.25035574385489,4.653140966935712,10.731340435948365
North America,Turks and Caicos Islands,21.694000000000003,-71.79790000000001,11809,414,0.021140052850132124,2843469,0.04,2.5,23.110000000000003,85.198,9673.366999999998,5.8769,13.315600000000002,38718,37.312,26.85844526,65.42821497000001,8.469582569000004,3.2,0.738,489,9.376617231601282,6.025865973825314,14.86053534361224,9.177131718122386,10.564059887163895,3.6193149907280273,6.192362489474872
Africa,Uganda,1.373333,32.29027500000001,40767,335,0.008217430765079598,924770,0.007,0.5,1.6800000000000002,21.221999999999998,1697.707,6.2654,5.1353,45741000,213.759,46.50001534000001,51.537434469999994,1.962550187,41.6,0.544,1402,10.615628209588607,5.814130531825066,13.737300336927714,7.437033796033628,17.638505609022154,5.364849212193626,7.2456550675945355
Europe,Ukraine,48.3794,31.165599999999998,1694459,33363,0.01968947020848542,7889544,0.29900000000000004,8.8,29.919999999999998,86.979,7894.393,6.9953,7.4239,43733759,77.39,15.93971837,67.35529124,16.704990390000003,0.1,0.779,14104,14.342874073808515,10.415202780486952,15.881048896475074,8.973908039630144,17.593630878990492,4.348857573282368,9.554213724077707
Asia,United Arab Emirates,23.424076,53.847818,453069,1477,0.0032599890965835225,36247630,0.009,1.2,25.279999999999998,94.576,67293.483,3.3343,7.890499999999999,9890400,112.44200000000001,14.712611769999999,84.13083876999998,1.156549456,0.2,0.89,21286,13.023799710746776,7.29776828253138,17.40588455781729,11.116818675877136,16.107075147674855,4.722437533144459,9.96580485860099
Europe,United Kingdom,55.3781,-3.4359999999999995,4343066,126813,0.029198957602762657,116704955,0.004,2.54,28.12,97.164,39753.244,9.631699999999999,18.7396,67886004,272.89799999999997,17.69570052,63.79560384000001,18.50869564,0.2,0.932,36316,15.284091108270012,11.750468839389377,18.575159555652757,10.59044672681545,18.033340444625058,5.609098098995609,10.500013694491647
North America,United States,40,-100,30218683,548828,0.018161876875971067,363513517,0.06899999999999999,2.77,23.830000000000002,87.84700000000001,54225.446,5.7589,11.211199999999998,331002647,35.608000000000004,18.54931712,65.24107673,16.209606139999998,1.2,0.926,79746,17.22397093344889,13.21554037450048,19.711327039941114,10.900905560649724,19.617636930288214,3.5725703317135533,11.286601862649388
South America,Uruguay,-32.522800000000004,-55.765800000000006,95278,901,0.009456537710699217,1276551,0.14200000000000002,2.8,50.790000000000006,77.15899999999999,20551.409,9.296199999999999,19.775499999999997,3473727,19.751,20.45807101,64.60068856,14.941240429999999,0.1,0.8170000000000001,3469,11.464554213044808,6.803505257608338,14.05967246786205,9.93068478205083,15.060738638930209,2.9832041229767206,8.15162164696975
Asia,Uzbekistan,41.37749099999999,64.585262,82146,625,0.0076084045479999024,2251884,0.036,4,23.74,49.839,6253.104,6.4144,10.1703,33469199,76.134,28.797813310000002,66.60697096999999,4.595215725,15,0.72,5346,11.316253430861812,6.437751649736401,14.62727775714595,8.740833259445619,17.32613614102184,4.332494945642832,8.584103896698863
Oceania,Vanuatu,-15.376700000000001,166.9592,3,39,0.010475423045930701,440609,0.001,2.61,1.6500000000000001,25.209,2921.909,3.3168999999999995,5.3016000000000005,307150,22.662,38.71055949,57.673351520000004,3.6160889949999993,13.2,0.609,116,1.0986122886681098,3.6635616461296463,12.995913139832634,7.979992448772986,12.635091506592074,3.120689512958375,4.7535901911063645
Europe,Vatican,41.9029,12.453400000000002,27,56,0.012422360248447204,186726,0.04,2.397,33.33,85.198,48472.545,9.761,15.3043,809,508.54400000000004,16.400958720000006,64.51118404000002,19.60531972,0.2,0.9440000000000001,12749,3.295836866004329,4.02535169073515,12.1373975806802,10.788752834166171,6.695798917058491,6.231551740752079,9.453208116138121
South America,Venezuela,6.4238,-66.5897,155663,1555,0.009989528661274677,7106703,0.16,0.8,21.85,67.779,16745.022,7.2263,16.0513,28435943,36.253,24.595525879999997,66.07301349000001,8.765830007000002,1.3,0.711,3904,11.955448693101657,7.349230824613334,15.776548981151096,9.725856299052465,17.163164501528165,3.590522136497068,8.269756947532983
Asia,Vietnam,14.058323999999999,108.27719900000001,2586,35,0.013534416086620264,2482302,0.14700000000000002,2.6,6.7700000000000005,85.84700000000001,6171.884,5.5533,6.0787,97338583,308.127,23.213827610000003,69.23249944000001,7.553672942,2,0.704,5346,7.857867559331803,3.5553480614894135,14.724696913412444,8.727759418750372,18.393706005041516,5.7305120356481,8.584103896698863
Asia,Yemen,15.552727,48.516388,3969,832,0.20962459057697153,2251884,0.186,0.7,5.25,49.542,1479.147,4.2346,2.2287000000000003,29825968,53.508,31.09919594,64.18303486999999,4.595215725,18.8,0.47000000000000003,367,8.286269452783065,6.723832440821209,14.62727775714595,7.299220849252524,17.210889981414862,3.9798311754333398,5.905361848054571
Africa,Zambia,-13.133897,27.849331999999997,87583,1198,0.013678453581174428,1218744,0.037,2,11.870000000000001,13.937999999999999,3689.251,4.470300000000001,6.8567,18383956,22.994999999999997,44.46250860000001,53.422176660000005,2.1153147380000004,57.5,0.584,1072,11.380342194164701,7.088408778675395,14.013331378205153,8.213178735401325,16.726988885682257,3.135276800991887,6.977281341630747
Africa,Zimbabwe,-19.015438,29.154857000000007,36818,1519,0.04125699386169808,423635,0.014,1.7,2.1,36.791000000000004,1899.775,6.6358999999999995,15.234299999999998,14862927,42.729000000000006,42.15812701,54.86126493,2.9806080629999996,21.4,0.5710000000000001,2580,10.513742135006508,7.325807502595773,12.956627514414157,7.549490737089574,16.514380549593707,3.754877846620559,7.855544677915663
